src_origin_id,dst_origin_id,edge_type,src_id,dst_id
67102256,48892883,1,843,332
21791167,59051511,5,55,715
4291684,96760353,3,262,593
64344056,73009579,3,762,742
36531904,47889418,0,201,572
83536512,87320629,3,89,609
20361264,31927553,5,40,831
76526004,99531538,4,866,983
22078466,7500792,3,183,563
79253341,51884317,0,890,253
51662173,69432213,2,408,398
96298469,11320456,1,311,158
59127308,82405802,3,842,529
20970263,63531924,4,605,292
20970263,2597921,2,605,599
45934390,76300416,2,115,464
11208878,71466857,3,515,683
8546042,55057068,0,590,97
96078977,84249880,2,399,879
21448951,69635574,1,301,232
65266651,56125709,2,452,319
91296187,95230522,2,204,413
1432736,90459524,4,690,706
51316993,66248800,3,169,54
84345058,13280193,0,418,934
72315629,64389828,3,502,436
58439875,29217537,0,739,629
30960721,85890964,2,707,846
96048451,74672784,1,388,374
35163891,58253371,5,228,483
67897782,97236644,1,343,519
67210903,31862301,4,306,984
71466941,37797219,4,621,676
6004492,7015572,1,394,71
45988161,76082238,1,765,366
64389828,22596015,3,436,328
62758017,58127645,5,717,545
44959846,66030507,0,438,482
29834202,48717201,4,920,17
60608235,10466008,4,211,774
48717201,38610854,1,17,513
51884317,85060967,4,253,186
24278367,73714112,4,256,297
97873083,62850962,3,274,104
92854742,56102257,5,409,494
44965957,26162058,1,20,406
89847523,73373071,1,313,982
80384524,18128906,0,991,396
50694882,58643904,1,353,543
27922005,96988713,0,869,392
1417140,29217537,4,698,629
29187162,82795154,3,329,963
33062810,3925951,0,906,755
16883976,29834202,2,168,920
49301263,75865932,3,705,930
71946045,14149767,4,793,166
50116333,43545057,2,558,647
29739877,75865932,0,361,930
57109651,88239465,2,209,709
80574015,17622432,1,462,860
20138670,76188299,4,159,663
97236644,23595873,5,519,105
19606074,19962470,4,894,652
84434481,21177147,2,335,801
13157272,60807875,2,501,356
67263539,45460392,5,639,472
17456206,19806510,1,905,633
78713684,48164460,5,772,75
1080179,59810690,5,248,818
8934237,81355371,5,848,70
95851667,50889916,3,825,23
6197407,76526004,3,340,866
62189958,47947742,3,784,632
34810299,56028780,5,272,440
13554242,31927553,4,538,831
75564647,99706731,1,207,800
51392191,65925778,4,857,628
41036694,62125849,3,692,465
58901282,34606272,2,564,654
38180115,26144584,1,808,145
71368970,86034800,0,333,954
56511328,42637907,0,426,481
15251756,26267607,1,143,873
19857504,11208878,5,795,515
87656497,20050145,5,896,681
63754985,58188540,3,130,127
87316948,48547731,4,799,271
77057410,16735717,2,4,21
94039422,23016206,4,552,28
18128906,29309810,0,396,662
9447600,76754771,0,510,240
97164912,51316993,5,822,169
81220046,35083930,3,598,819
29506729,12497395,1,239,898
10101842,30066233,1,555,35
20866937,94563178,2,648,764
12159158,37648977,1,861,626
47467686,67161012,2,614,466
92859872,34423462,0,500,694
97744098,79431198,4,865,350
47390415,89265742,2,425,229
17149429,1221889,5,442,308
92509364,10678760,2,736,449
3014186,67506819,5,881,640
98829172,67102256,5,241,843
97587593,31362236,3,243,534
96760353,75603458,1,593,794
61182768,38142409,2,759,9
53995284,59051511,1,823,715
10217250,1080179,2,642,248
64018611,48717201,1,352,17
37381526,93990387,4,745,177
85890964,79175595,1,846,42
66248800,44307694,0,54,429
11583651,54609485,0,612,863
98829172,66870564,2,241,864
4644562,19857504,4,474,795
48548847,94335105,0,816,249
46609482,36531904,1,358,201
60931922,67097963,1,246,194
49849502,75564647,4,672,207
1853245,64018611,5,373,352
70831517,20050145,3,50,681
8546042,57148383,0,590,537
21145201,13354626,5,69,380
79500855,57229434,2,401,803
84637025,15567641,4,716,223
86574459,5769848,2,671,133
35163891,40127781,3,228,754
13554242,42334581,0,538,269
34423462,27289045,3,694,856
69105675,81967771,3,544,915
56156561,37797219,5,806,676
92859872,30976923,2,500,505
19239044,59273979,2,307,383
60623620,60931922,4,903,246
14641288,8625969,3,657,296
56592728,62064567,5,59,3
85727169,48717201,4,525,17
22078466,21443069,0,183,964
60108096,98528770,1,551,855
97587593,26144584,1,243,145
70158341,66248800,5,713,54
6027726,55067966,5,66,606
60332295,45196831,2,587,185
56511328,36703141,4,426,27
65266651,66870564,2,452,864
47272144,47947742,4,908,632
71798178,43050268,1,897,320
25000643,81427210,1,645,885
2597921,12919605,3,599,700
92425425,86783398,4,375,163
78868895,80676878,4,120,82
55927175,43541248,2,322,976
64344056,51208766,0,762,135
29100483,39952574,0,137,461
52848736,35531782,4,372,581
37531013,21791167,1,451,55
95122615,88996983,0,79,735
38220302,29506729,5,582,239
26814424,52416792,5,252,395
12232739,76467030,4,200,849
3278448,81611930,3,91,622
92854742,7500792,1,409,563
85447090,12967182,3,423,884
69757168,3014186,0,541,881
34950883,78624353,0,781,288
4787840,10941358,5,402,522
8934237,84271563,0,848,13
38936540,54355321,0,24,219
17149429,31919124,0,442,302
81466591,71466857,2,670,683
77824893,75583606,4,936,323
83807278,65266651,4,125,452
56592728,45242901,1,59,46
12625429,12678940,3,404,811
66584565,69635574,5,266,232
69953521,80241525,0,971,731
28012519,10466008,3,463,774
29506729,11961243,2,239,231
39860131,29739877,0,109,361
46638647,11260273,5,325,203
17149429,61315182,1,442,58
46638647,33125537,5,325,362
84540447,90308649,4,330,775
1747013,51055010,5,981,616
69876991,31919124,4,95,302
18354681,92509364,2,245,736
40912680,39960588,1,679,617
31465612,3620507,3,87,400
7015572,69352474,1,71,730
67380103,20050145,2,118,681
54304067,13554242,1,171,538
42211851,49477303,4,747,316
31590060,1894771,0,457,78
69953521,20361264,3,971,40
17283099,19962470,4,999,652
22021699,92425425,0,758,375
98290623,8844880,1,338,196
78813012,62125849,2,682,465
51385896,78624353,4,615,288
26267607,22611502,0,873,511
36703141,47386154,4,27,888
84537315,29187162,5,665,329
91552819,99268018,2,268,625
8546042,30665511,5,590,947
17756105,19043488,2,549,496
43665888,48336758,3,282,780
87320629,1417140,1,609,698
48969921,51078726,4,907,523
21443069,31260894,4,964,591
75202474,77084664,2,88,327
21918408,78868895,1,666,120
19043488,40994730,5,496,238
77642160,10316470,3,155,498
84271563,92404905,1,13,317
78544601,90167587,4,635,506
29734570,91630511,4,152,585
61475240,19239044,5,290,307
78494866,98528968,1,411,942
62764098,73086148,1,650,946
35236735,95230522,4,756,413
5769848,66584565,2,133,266
13554242,52116385,1,538,93
1056137,44761260,0,740,175
33125537,38142409,3,362,9
75801221,58424586,1,305,233
24270402,87776978,2,817,227
64916221,96420263,4,291,492
79500855,43050268,2,401,320
72315629,77642160,5,502,155
24750304,81822157,5,726,300
56087048,98031245,0,172,668
99706731,59355448,0,800,787
8411048,96760353,3,703,593
4799287,16731931,4,701,980
30725077,75090190,4,729,34
35236735,39033495,0,756,675
71924083,54763935,1,782,456
38568536,43035822,5,972,838
72065260,10960616,2,497,386
31345841,64018611,5,940,352
88883775,32761047,5,430,556
27922005,1894771,5,869,78
49849502,45242901,0,672,46
92509364,54355321,4,736,219
38142409,19751250,5,9,837
60713142,92425425,1,886,375
13280193,97251876,1,934,237
62346687,77145180,3,16,821
10316470,17756105,0,498,549
91978611,69487472,3,997,723
83908372,79253341,4,594,890
81466591,91079273,0,670,851
22021699,37395715,3,758,744
73714112,58424586,1,297,233
91959211,20866937,4,136,648
43541248,62929524,2,976,995
67724969,92859872,0,491,500
63143987,53676706,3,778,192
31872848,7402411,4,52,480
84540447,31919124,1,330,302
49314608,59993046,1,267,376
45934390,1494307,0,115,917
89043608,54355321,1,197,219
59795975,29843127,5,620,422
90349889,79790375,0,667,658
3925951,31107299,1,755,161
24582405,31478260,1,659,235
97587593,64916221,4,243,291
31927553,75921482,0,831,841
96785900,13593723,5,289,595
67380103,79500855,2,118,401
38443689,17456206,1,891,905
59051511,18760165,2,715,814
91939403,75603458,0,943,794
87316948,95422673,3,799,205
45858834,24361801,0,939,576
11693022,93549453,3,790,961
96078977,44307694,4,399,429
42352020,6873635,2,689,911
80397318,24034807,0,149,18
71946045,58911091,4,793,447
60577255,51662173,3,270,408
27666839,67210903,2,339,306
73898869,35163891,3,57,228
80682169,26161325,4,334,259
9820297,86034800,1,354,954
16898220,72892971,3,874,424
16307500,43338530,1,777,691
97679279,71401291,2,369,757
67620281,62064567,1,578,3
37381526,19467269,0,745,520
84159267,69756051,0,627,708
10688887,80241525,3,405,731
32021698,10941358,1,53,522
19640224,74672784,2,6,374
85101507,30514367,0,693,953
5116290,96988713,5,188,392
77525297,56028780,3,73,440
67506819,45621649,4,640,342
7795028,82405802,5,560,529
47231887,91188887,3,131,824
8767156,3278448,3,493,91
70191512,30908764,0,178,653
90459524,53690602,1,706,337
11260273,84567480,2,203,378
86617822,71316169,5,147,216
15592702,6536442,3,992,477
43253968,59429927,2,495,514
29217537,30317100,5,629,792
56438970,28848480,0,968,157
38774244,53946953,1,393,257
51051578,32909167,3,815,421
84540447,66171129,0,330,420
53512485,69105675,3,195,544
67620281,75922273,1,578,859
63460922,83507195,0,304,485
29217537,52683156,1,629,419
37467364,32375913,2,589,276
80384524,35939396,0,991,261
6801059,86302522,1,433,926
86581253,87440413,0,738,916
60623620,82795154,4,903,963
85727169,87619841,3,525,985
98829172,19857504,5,241,795
28468485,47825457,2,877,414
11945861,24270402,2,918,817
4748874,83976656,1,812,923
73846005,58188540,5,331,127
14149767,81967771,2,166,915
84637025,10316470,1,716,498
49639537,84434481,5,63,335
89043608,97679279,1,197,369
17990544,29797724,4,965,5
89599410,67366741,2,925,786
31590060,87440413,0,457,916
91959211,45196831,2,136,185
71924083,91939403,0,782,943
67897782,19261088,4,343,81
31362236,34981989,1,534,368
20361264,31563137,2,40,92
47135165,91939403,5,45,943
96078977,21644651,5,399,140
8782842,6801059,1,878,433
47947742,29187162,1,632,329
50621752,38090555,2,569,711
86778612,22078466,5,521,183
80633893,30317100,4,160,792
87557124,31590060,0,761,457
19239044,17456206,2,307,905
98528770,35083930,0,855,819
44965957,17990544,4,20,965
28325828,30066233,4,872,35
4064451,10981968,5,996,771
89509432,98229925,5,613,835
74672784,2860339,3,374,536
73086148,32909167,5,946,421
54546202,67097963,0,242,194
85727169,4064451,5,525,996
46410003,75193068,3,214,224
99545088,17283099,2,714,999
87557124,75325325,3,761,574
30317100,24489195,2,792,969
33125537,62841579,5,362,680
62521904,85994086,5,199,517
50570245,75603458,3,889,794
54546202,99531538,0,242,983
34133608,2065461,3,51,994
23324213,97679279,5,220,369
12773270,35650377,3,601,499
70158341,97072146,3,713,478
32909167,63517179,0,421,134
99531538,47272144,0,983,908
69876991,86800565,3,95,948
72315629,93111107,2,502,471
53490317,58127645,2,244,545
38110561,36703141,5,107,27
43035822,51275295,5,838,7
72578540,17066180,1,76,958
12773270,93465263,0,601,904
58070265,94563178,0,661,764
83807278,19261088,0,125,81
43253968,12232739,3,495,200
8767156,29407041,4,493,444
85447090,51442728,5,423,862
91639359,30740191,5,518,993
40994730,95792408,1,238,718
66248800,45621649,4,54,342
39541689,10960616,3,437,386
54546202,87320629,5,242,609
8546042,32909167,0,590,421
52116385,30665511,1,93,947
4396333,68951543,4,479,230
10897982,31729033,0,882,455
58127645,56511328,5,545,426
84345058,75603458,3,418,794
47135165,10678760,1,45,449
6747321,91188887,3,122,824
21145201,51385896,5,69,615
54050593,92714880,0,785,702
70351135,44077357,1,273,476
91959211,45988161,0,136,765
49260800,29793503,4,634,345
35650377,12625429,0,499,404
95122615,5304165,0,79,649
75583606,87440413,3,323,916
10688887,9447600,4,405,510
26133197,31563137,1,139,92
60332295,61570194,4,587,623
84345058,6507810,0,418,364
1080179,30514367,5,248,953
98346944,9447600,1,198,510
65925778,39952574,0,628,461
61717895,71946045,3,371,793
31947258,29100483,5,129,137
70191512,76715316,4,178,412
45920150,43255863,1,850,813
47390415,45460392,0,425,472
17149429,62064567,2,442,3
22021699,29309810,3,758,662
70831517,18973811,5,50,643
13246952,23991326,2,909,570
94335105,29407041,4,249,444
20866937,23324213,0,648,220
38220302,90994627,2,582,22
41222718,92876464,5,796,883
1493082,47390415,1,526,425
94955068,97923278,2,315,29
11423269,26770477,3,826,434
50816616,82300536,5,19,978
80682169,12678940,1,334,811
11320456,13554242,1,158,538
50889916,64021986,1,23,458
81355371,88239465,5,70,709
4079725,82264007,1,170,573
78743639,90432257,1,516,132
1812075,55529719,3,101,977
37411328,76754771,3,646,240
55461999,44761260,2,37,175
29613711,25735541,2,61,469
91372025,97649348,0,998,381
75801221,77190293,5,305,367
37395715,77642160,4,744,155
13512113,14149767,5,546,166
29100483,83058659,1,137,970
81427210,95450556,2,885,722
64021986,83507195,1,458,485
26162058,66375738,3,406,417
1494307,66248800,3,917,54
32021698,94955068,4,53,315
98229925,31590060,1,835,457
11427516,17066180,3,410,958
87818954,34810299,0,182,272
67097963,17846389,5,194,624
9257833,52111787,3,403,975
98528770,78713684,4,855,772
95122615,59398989,0,79,210
31729033,31260894,5,455,591
63460922,8934237,3,304,848
52903951,10981968,1,567,771
91978611,83807278,2,997,125
6507810,47894977,5,364,728
64916221,3925951,1,291,755
66584565,7039994,4,266,294
12625429,11693022,1,404,790
1853245,45196831,1,373,185
18512540,34662216,1,347,80
51275295,27666839,0,7,339
75603458,57684912,1,794,743
77525297,49849502,2,73,672
41653295,93111107,2,102,471
59242594,53514566,1,768,966
1432736,71368970,3,690,333
37797219,33836415,4,676,951
84046419,62850962,2,208,104
61182768,78851505,5,759,36
77642160,6747321,2,155,122
20970263,86581253,5,605,738
39960588,81611930,3,617,622
35882057,11945861,3,365,918
1493082,54789181,3,526,644
47231887,73714112,2,131,297
53512485,32712728,3,195,788
75090190,51204141,3,34,443
48118511,33062810,0,379,906
36531904,16883976,3,201,168
9641376,9858867,1,542,611
90167587,11208878,5,506,515
10101842,75921482,4,555,841
62521904,97606046,4,199,686
67102256,53490317,3,843,244
66870564,48164460,5,864,75
97923278,80598975,1,29,150
16307500,98528770,5,777,855
30066233,26169315,0,35,285
49849502,86800565,4,672,948
31872848,11461442,1,52,805
1221889,36539894,4,308,921
87557124,87619841,4,761,985
78851505,67380103,1,36,118
76082238,43544662,3,366,32
32375913,15592702,0,276,992
58070265,49260800,2,661,634
13246952,35551656,4,909,470
97587593,73339170,5,243,734
39960588,69487472,5,617,723
9182092,70182153,2,577,110
16731931,86574459,0,980,671
11378608,73058205,1,0,10
15871528,19261088,1,548,81
81997559,80384524,2,60,991
73037477,84249880,1,99,879
24034807,16898220,4,18,874
83976656,19261088,1,923,81
68110688,31862301,2,504,984
83807278,84794180,1,125,190
34631840,41503628,1,475,47
42325412,1417140,4,914,698
76059965,13280193,3,435,934
31465612,3278448,3,87,91
46638647,10897982,1,325,882
13040605,87168447,2,938,660
40815137,30740191,0,280,993
29739877,92854742,3,361,409
9306830,78813012,0,840,682
5116290,82405802,2,188,529
58439875,55122964,2,739,664
62929524,23324213,4,995,220
11423269,73037477,4,826,99
18128906,42211851,0,396,747
52683156,78494866,1,419,411
51208766,57148383,2,135,537
73714112,72892971,1,297,424
75564647,99273044,4,207,310
70158341,69432213,1,713,398
44959846,31260894,5,438,591
8411048,53490317,2,703,244
34950883,43050268,1,781,320
86514354,71221480,5,370,933
86800565,90994627,0,948,22
6536442,33873626,2,477,56
69876991,61717895,4,95,371
38131415,40142907,0,154,124
28029753,33806005,3,724,858
81466591,4079725,1,670,170
88174070,58102809,1,348,295
95143745,97236644,0,571,519
49761953,79790375,3,847,658
81689787,31595989,5,944,988
71466941,87697604,1,621,600
69650761,73086148,2,467,946
56087048,10844304,3,172,704
45621649,61694166,0,342,927
3278448,58424586,1,91,233
59051511,8472906,2,715,298
38774244,26814424,5,393,252
20866937,30893524,2,648,389
56102257,26169315,3,494,285
59127308,9447600,2,842,510
19962470,72498770,3,652,910
71221480,58046574,5,933,312
35939396,68040469,0,261,597
9641376,98031245,4,542,668
4799287,98997058,0,701,773
75564647,29416097,4,207,630
27845730,38866575,4,651,279
78624353,97587593,0,288,243
24489195,98346944,3,969,198
85101507,91134533,0,693,893
86302522,35650377,5,926,499
97072146,31947258,5,478,129
83908372,78743639,1,594,516
89133485,57417706,4,357,830
56156561,91630511,2,806,585
43665888,19962470,1,282,652
96048451,97251876,2,388,237
37657252,97612477,1,710,344
59993046,75922273,2,376,859
10981968,92509364,5,771,736
9257833,34950883,0,403,781
59273979,33187018,0,383,960
6883989,47947742,3,142,632
84434481,69635574,5,335,232
46609482,30794667,4,358,547
96298469,58901282,0,311,564
60807875,13040605,4,356,938
29187162,67366741,0,329,786
16892018,72498770,3,407,910
87734045,2065461,5,84,994
10217250,20476876,2,642,899
58070265,84249880,5,661,879
48204078,62521904,5,459,199
83190332,45858834,0,385,939
4908516,71221480,0,607,933
44307694,28325828,2,429,872
30066233,62322050,0,35,48
71221480,2956541,5,933,191
13040605,1640312,5,938,284
91416324,49260800,0,636,634
51316993,3278448,4,169,91
5042218,42352020,4,15,689
42586264,60807875,2,871,356
29613711,91188887,4,61,824
56182941,88174070,0,870,348
93990387,68744841,1,177,565
92404905,95851667,4,317,825
37381526,23324213,1,745,220
62346687,4396333,1,16,479
48717201,50621752,0,17,569
3278448,7418176,4,91,363
91372025,71466941,5,998,621
86800565,91372025,5,948,998
10316470,87818954,1,498,182
75801221,41653295,5,305,102
79175595,8767156,2,42,493
63754985,78544601,4,130,635
33062810,1853245,5,906,373
72892971,1640312,1,424,284
10678760,65815684,2,449,770
97612477,43253968,3,344,495
4908516,7064420,3,607,725
67343803,35236735,1,390,756
34676709,9019677,0,637,351
21346320,99545088,2,448,714
57148383,27156677,0,537,678
6978537,26920200,0,221,415
68110688,6004492,2,504,394
35733573,35939396,4,236,261
27688001,26169315,0,162,285
60931922,71368970,3,246,333
94563178,38110561,4,764,107
67897782,11320456,4,343,158
31710990,71924083,1,554,782
83187549,57229434,3,619,803
58127645,48892883,0,545,332
55067966,11260273,3,606,203
97555931,80574015,2,828,462
10844304,6390382,5,704,760
97679279,46609482,5,369,358
29407041,10843007,5,444,108
81689787,47467686,5,944,614
64018611,26161325,1,352,259
66225982,30893524,3,512,389
75865932,86034800,2,930,954
78713684,37411328,1,772,646
30695739,69734805,2,397,829
87656497,21145201,1,896,69
85994086,91639359,3,517,518
48164460,73714112,4,75,297
9737784,8546042,2,721,590
47825457,77145180,4,414,821
7039994,7064420,5,294,725
43035822,91959211,5,838,136
36123916,51696548,2,38,531
55461999,24886023,5,37,106
87776978,71630594,0,227,509
75801221,10897982,0,305,882
65925778,30317100,1,628,792
6452241,21791167,5,868,55
20416579,80397318,5,25,149
18354681,11423269,0,245,826
91372025,31563137,3,998,92
88059419,47232993,5,809,989
66030507,42084934,3,482,669
82300536,91188887,3,978,824
88883775,25607298,3,430,580
16916110,51204141,4,74,443
32909167,67724969,2,421,491
55067966,92714880,2,606,702
38936540,34922000,2,24,427
31729033,13512113,5,455,546
11320456,81611930,0,158,622
76526004,81466591,1,866,670
74874846,65266651,0,797,452
4908516,58102809,0,607,295
22078466,61141173,0,183,853
53946953,71466941,1,257,621
69876991,32375913,2,95,276
56438970,92854742,5,968,409
1894771,75922273,3,78,859
21443069,32021698,1,964,53
58102809,96988713,5,295,392
42637907,29506729,3,481,239
51316993,37657252,3,169,710
90459524,40914475,4,706,62
62064567,37797219,3,3,676
15296192,24750304,2,326,726
4602289,63143987,2,901,778
5195219,79500855,2,844,401
88883775,97072146,2,430,478
10944508,91079273,0,687,851
1221889,64630291,0,308,673
40127781,67097963,3,754,194
58253371,54187483,5,483,116
26267607,55927175,0,873,322
64001903,45920150,2,990,850
41653295,31710990,1,102,554
41589049,80574708,1,324,769
12967182,99060389,3,884,164
73086148,95993943,2,946,275
21177147,1221889,3,801,308
47386154,68371650,5,888,685
10316470,9182092,1,498,577
66870564,10466008,2,864,774
52802905,99511541,5,94,180
6801059,45242901,4,433,46
6747321,76754771,4,122,240
78494866,37467364,3,411,589
97679279,47467686,1,369,614
43035822,51760273,2,838,540
36123916,88996983,1,38,735
95450556,31947258,2,722,129
29506729,33836415,2,239,951
91614334,84865869,5,43,655
67161012,16731931,3,466,980
29416402,63460922,4,111,304
98346944,35162976,3,198,341
29797724,59485950,2,5,309
56511328,61475240,4,426,290
73339170,80241525,5,734,731
25818739,9737784,0,586,721
24270402,10232979,3,817,321
62521904,90432257,1,199,132
64630291,42058530,4,673,113
34676709,11260273,0,637,203
48336758,38866575,4,780,279
75193068,78868895,0,224,120
31595989,3620507,0,988,400
69487472,38110561,2,723,107
85101507,84537315,1,693,665
13246952,58253371,1,909,483
28029753,60713142,0,724,886
40227781,62758017,5,852,717
59353827,6873635,3,189,911
36154512,51719409,2,184,532
77642160,17456206,4,155,905
22078466,35167181,4,183,226
5910013,45813345,3,919,26
42084934,98346944,2,669,198
12431235,57746169,2,439,446
95851667,22078466,0,825,183
30740191,89541732,0,993,834
78813012,62850962,5,682,104
83190332,73714112,4,385,297
19962470,61182768,0,652,759
99545088,26677744,4,714,802
11961243,24482925,4,231,450
17815908,91614334,3,902,43
93549453,1417140,3,961,698
54546202,26162058,2,242,406
56511328,98229925,1,426,835
38180115,84159267,5,808,627
20970263,45460392,3,605,472
57665258,29416097,1,8,630
34097265,25818739,2,486,586
62521904,9306830,4,199,840
81611930,85727169,4,622,525
12232739,64001903,5,200,990
94039422,75564647,4,552,207
84345058,80574015,2,418,462
69668083,17990544,3,559,965
17815908,22932633,0,902,264
20416579,24489195,3,25,969
41401829,68371650,2,86,685
52848736,26144584,2,372,145
22596015,31862301,0,328,984
85727169,88174070,5,525,348
62764098,31563137,5,650,92
89541732,27289045,0,834,856
27596629,80397318,5,85,149
39860131,78301604,5,109,712
48547731,67102256,2,271,843
64344056,71924083,2,762,782
70351135,48969921,2,273,907
91614334,35083930,4,43,819
26144584,99706731,1,145,800
42586264,57229434,3,871,803
90349889,85994086,2,667,517
53512485,11945861,0,195,918
84537315,36123916,0,665,38
59353827,51051578,2,189,815
30695739,89847523,1,397,313
54763935,65266651,5,456,452
87619841,84567480,0,985,378
29739877,84567480,1,361,378
75564647,1853245,4,207,373
38180115,33873626,3,808,56
87818954,59127308,4,182,842
92509364,45858834,4,736,939
25818739,6978537,5,586,221
75564647,45187366,1,207,699
47386154,91978611,1,888,997
15592702,69757168,5,992,541
67343803,25735541,5,390,469
71924083,13512113,4,782,546
20476876,63754985,1,899,130
29407041,3014186,0,444,881
17149429,71466941,3,442,621
4064451,16892018,1,996,407
7015572,1417140,3,71,698
87656497,64018611,1,896,352
51760273,59765788,0,540,638
88059419,96298469,5,809,311
45813345,81466591,5,26,670
31217803,96078977,0,468,399
49477303,20050145,2,316,681
64916221,1640312,4,291,284
17622432,60623620,3,860,903
47135165,21346320,1,45,448
69953521,3620507,2,971,400
80990934,20361264,5,962,40
46745340,24361801,1,11,576
49301263,1640312,2,705,284
4799287,63002030,1,701,974
89541732,69635574,1,834,232
47386154,5116290,5,888,188
64001903,1747013,0,990,981
10241427,58911091,4,603,447
12232739,48336758,5,200,780
39541689,96048451,2,437,388
56511328,87316948,1,426,799
57684912,84345058,3,743,418
87818954,27922005,1,182,869
88059419,2956541,1,809,191
52683156,66225982,3,419,512
59353827,41589049,2,189,324
73373071,51696548,1,982,531
31927553,47894977,2,831,728
11583651,37531013,3,612,451
71368970,17815908,2,333,902
26169315,68647667,1,285,568
4079725,22021699,2,170,758
35083930,78743639,5,819,516
97923278,19969199,4,29,49
97501873,75615402,3,487,922
61141173,42638666,4,853,431
19562145,21768109,3,179,596
31862301,76715316,3,984,412
74874846,75325325,1,797,574
51719409,24683403,2,532,588
29100483,81875266,4,137,146
67097963,97606046,1,194,686
11961243,53490317,1,231,244
38328547,39960588,2,935,617
25818739,16735717,3,586,21
7500792,29793503,3,563,345
80990934,91188887,2,962,824
30956538,93465263,1,453,904
39033495,45934390,4,675,115
17756105,72498770,3,549,910
34606272,95602070,2,654,732
72995787,49260800,1,360,634
25818739,58424586,0,586,233
28927360,48548847,3,875,816
44965957,18354681,4,20,245
96910645,28541972,3,64,845
11693022,78967688,1,790,33
64344056,53690602,1,762,337
24759546,31465612,3,753,87
94868179,28468485,0,949,877
91125316,18354681,0,156,245
14641288,35162976,5,657,341
77525297,11427516,1,73,410
5042218,69635574,4,15,232
49761953,7418176,0,847,363
31710990,1493082,0,554,526
87949499,67210903,0,225,306
24886023,15504381,3,106,804
59795975,83058659,5,620,970
38774244,75801221,4,393,305
97612477,94847903,4,344,265
60923550,69105675,3,318,544
19239044,95422673,5,307,205
51004747,98228577,2,391,202
53690602,22078466,1,337,183
97606046,18354681,1,686,245
66584565,71585330,2,266,695
42352020,7795028,0,689,560
55529719,42325412,5,977,914
36445006,5042218,1,553,15
3942695,62841579,1,967,680
35295072,75801221,3,610,305
91079273,54711058,0,851,987
48118511,74779110,4,379,631
12431235,5910013,3,439,919
36123916,6883989,1,38,142
21644651,38110561,4,140,107
91125316,67897782,2,156,343
96760353,86008559,0,593,281
90432257,54187483,3,132,116
29734570,67263539,2,152,639
4244089,30695739,1,441,397
9016466,98346944,0,77,198
47947742,43436594,4,632,278
87071227,70831517,1,530,50
34676709,55620937,4,637,213
72498770,31217803,0,910,468
30066233,52882369,3,35,827
80574015,75922273,3,462,859
27688001,72892971,3,162,424
54050593,56511328,5,785,426
86290932,79175595,2,533,42
19239044,69734805,1,307,829
72573459,29187162,2,527,329
45988161,26161325,2,765,259
84539094,73991260,1,173,880
8767156,55122964,1,493,664
85060967,92859872,3,186,500
97501873,3942695,0,487,967
28325828,1080179,3,872,248
20050145,75921482,5,681,841
45920150,6873635,5,850,911
97873083,78868895,1,274,120
34922000,52111787,2,427,975
6027726,91188887,3,66,824
6978537,98528968,0,221,942
49761953,2062738,3,847,941
57417706,52111787,1,830,975
69756051,17302357,2,708,72
5304165,56087048,4,649,172
62125849,9447600,5,465,510
26814424,24750304,3,252,726
26133197,69650761,4,139,467
31595989,51078726,1,988,523
8934237,4291684,2,848,262
96785900,25818739,3,289,586
55927175,80990934,3,322,962
6873635,56182941,3,911,870
83807278,71946045,1,125,793
57665258,58102809,2,8,295
54421993,40127781,4,90,754
38610854,87776978,0,513,227
38328547,86051806,4,935,749
6004492,84434481,4,394,335
28325828,73991260,5,872,880
71585330,55461999,0,695,37
92714880,80633893,5,702,160
93990387,52683156,2,177,419
1894771,56087048,4,78,172
63041014,4787840,5,100,402
7795028,45621649,3,560,342
70831517,67506819,2,50,640
97587593,52416792,3,243,395
55067966,56125709,0,606,319
86800565,59795975,4,948,620
15592702,55216947,2,992,507
59242594,96910645,1,768,64
35167181,10688887,0,226,405
58102809,47947742,0,295,632
91416324,62346687,1,636,16
87168447,6027726,3,660,66
18354681,53690602,5,245,337
78544601,56156561,0,635,806
48118511,80080118,4,379,833
2065461,55122964,5,994,664
95602070,97744098,5,732,865
51696548,39033495,3,531,675
6027726,97649348,2,66,381
85060967,58277748,5,186,783
39339455,96420263,5,98,492
90432257,49301263,2,132,705
57444636,17283099,2,776,999
42058530,67366741,4,113,786
77785229,70051801,5,286,346
32909167,27347512,1,421,119
50889916,31465612,4,23,87
27666839,6536442,2,339,477
78713684,49477303,5,772,316
17283099,64630291,5,999,673
67620281,6978537,2,578,221
71731420,15871528,1,937,548
36154512,77824893,5,184,936
4644562,2062738,1,474,941
19857504,41693876,4,795,583
34922000,11208878,2,427,515
63754985,56087048,1,130,172
87949499,73339170,3,225,734
27688001,66225982,1,162,512
12232739,54166930,4,200,602
45988161,62521904,2,765,199
89599410,72315629,5,925,502
55067966,47825457,0,606,414
54166930,29843127,5,602,422
8934237,73373071,5,848,982
2860339,6246548,0,536,789
75583606,37467364,5,323,589
59795975,51204141,5,620,443
67380103,98528770,2,118,855
84434481,95422673,1,335,205
33125537,98528770,4,362,855
82289014,7500792,5,956,563
12967182,44307694,0,884,429
52683156,89265742,2,419,229
44307694,19857504,4,429,795
27156677,46745340,3,678,11
42334581,21559570,3,269,251
